,px,py,pz,E,pt,cosphi,mis_e,costheta,eta
0,-0.015701024696,0.26047918446,0.22626001625,0.34538315343,0.26095196437936835,-0.06016825638137013,23.65461684657,0.6550985883446018,-0.7841786215790617
1,1.0372128612e-05,-6.0844116665e-06,-4.763781763e-05,4.913209527e-05,1.2025020468644133e-05,0.8625456097181594,23.99995086790473,-0.9695865272631187,2.085346611347463
2,-0.018525147186,-0.47775929566,-0.79527025661,0.92792882632,0.4781183176451225,-0.03874594739904959,23.07207117368,-0.8570379904716398,1.2820795458973877
3,6.3545608207e-07,-2.7195473211e-07,2.4143605359e-06,2.5113543369e-06,6.912046068688898e-07,0.9193458431195549,23.999997488645665,0.9613778909750629,-1.9637888128327528
4,-0.00018417860409,-0.00012197762864,0.00017227063595,0.00028013830888,0.00022090789957169643,-0.8337348028164299,23.99971986169112,0.6149485111077536,-0.716840645376652
5,-9.4838732783e-06,-2.5926137424e-05,-5.2483725673e-05,5.9301348337e-05,2.7606311852309902e-05,-0.34354003276632755,23.999940698651663,-0.8850342723194665,1.3985336087707634
6,-0.0019720186536,-0.011078893739,0.003550269593,0.011799794838,0.011253032660140988,-0.17524330668523028,23.988200205162,0.3008755356971741,-0.3104820094267674
7,-3.4700067834e-05,-6.2483517741e-05,-0.00019345087904,0.00020623173204,7.147226522906675e-05,-0.4855039604913484,23.99979376826796,-0.9380267387876029,1.72136128410312
8,-5.2968918407e-05,0.00017574707921,-0.00081992430366,0.00084021937963,0.0001835558284774783,-0.28857116031866625,23.99915978062037,-0.9758455036124766,2.2021405701166175
9,0.00012625590332,8.2430841163e-05,-1.5808123859e-06,0.00015079090047,0.00015078261404415604,0.8373372760537664,23.99984920909953,-0.010483473346022653,0.010483857427152809
10,2.9406556331e-10,-4.208915459e-08,-3.2537954553e-08,5.3200579941e-08,4.209018185582527e-08,0.006986559580979843,23.99999994679942,-0.6116090198468688,0.7114879185340006
11,-0.00059129946246,-0.0054463557669,0.029075593761,0.029587202955,0.0054783598087338485,-0.10793366684629288,23.970412797045,0.9827084298986247,-2.3709999887469237
12,-0.00047986604249,0.001924195579,-0.0018016858512,0.0026793417011,0.0019831288523386873,-0.24197421258033636,23.9973206582989,-0.6724360130924399,0.8151765585841334
13,-8.7563837939e-07,1.7526355026e-06,5.9806598879e-06,6.2933906975e-06,1.959202331673454e-06,-0.4469361664356906,23.999993706609303,0.9503080573522583,-1.8349499085069607
14,-0.00021929505705,8.9440034979e-05,-0.00039531338138,0.00046082807142,0.00023683294091744817,-0.925948291654406,23.99953917192858,-0.857832684024386,1.2850806090863731
15,0.0072759843154,0.017946835245,-0.032635433494,0.03794865429,0.01936566144155993,0.37571576562757,23.96205134571,-0.859989217130155,1.29330326465316
16,-1.2522440776e-07,-7.7681464338e-08,1.5422906478e-07,2.1331236866e-07,1.4736201071015118e-07,-0.8497740167668179,23.99999978668763,0.7230197936896323,-0.9139438390565566
17,0.013294461331,0.0097802791835,0.023402313833,0.028636774534,0.016504440705115024,0.805508139811112,23.971363225466,0.817211931644564,-1.148365657251313
18,-1.2155732507e-05,-7.8585289802e-09,1.3252580035e-05,1.7983124648e-05,1.2155735047220068e-05,-0.9999997910270291,23.999982016875354,0.7369453470631362,-0.9437607426656597
19,-0.00014236257937,-1.6976733533e-05,-1.3815202678e-05,0.00014403531967,0.000143371243582282,-0.9929646685968576,23.99985596468033,-0.09591538179421599,0.09621114895687073
20,-0.005720926006,-0.020319892256,-0.024068155891,0.03201410851,0.021109879574776735,-0.27100704131139064,23.96798589149,-0.7517984104877391,0.9770784627300758
21,-0.0004661848138,-0.0015114832652,0.0025465849347,0.0029978333462,0.0015817426913368035,-0.29472860304858167,23.9970021666538,0.8494751510880367,-1.2542644980486082
22,-8.4260958402e-06,3.43167812e-06,-2.1709136192e-05,2.3538523742e-05,9.09810451838857e-06,-0.9261375073422883,23.99997646147626,-0.922281126460968,1.6040848579680003
23,-1.348694719e-06,3.8265111454e-07,-4.9392496404e-06,5.1343535432e-06,1.401927002563683e-06,-0.9620292044690358,23.999994865646457,-0.9620002983514063,1.9720707419237342
24,0.00014272534471,-6.1724372224e-05,-0.00031292506309,0.00034943170615,0.0001555005535328901,0.917844608699814,23.99965056829385,-0.8955256709179995,1.44915504572039
25,9.3995990966e-08,1.4903375078e-07,-1.4003532556e-08,1.767552078e-07,1.761996174491747e-07,0.5334630819678903,23.999999823244792,-0.07922557264533397,0.07939195786125679
26,0.05591053705,-0.10802788697,-0.031262873757,0.12559211676,0.1216388610454016,0.4596437073603595,23.87440788324,-0.24892385416786728,0.2542652518093686
27,0.011963675222,0.010570120335,-0.043886216349,0.046699646189,0.015964240311204202,0.7494046060935026,23.953300353811,-0.939754793245892,1.7359469177885694
28,-0.0024448261286,-0.011625093339,-0.0066220662323,0.013600431284,0.01187939265869882,-0.20580396648558869,23.986399568716,-0.48690119408863297,0.5319905335173706
29,0.0034310831559,-0.0021935553101,-0.011478955171,0.012179919061,0.004072347789809781,0.8425319577285577,23.987820080939,-0.9424492160835058,1.7595185908765074
30,-1.2305451885e-06,1.7127307432e-07,2.0296178931e-06,2.3796900468e-06,1.242407311201735e-06,-0.9904523077135943,23.99999762030995,0.8528917015177053,-1.2666668698664545
31,6.2440825002e-06,-4.096943922e-06,-2.6567048028e-06,7.9266383892e-06,7.468166827898037e-06,0.8360930659549067,23.99999207336161,-0.3351615997040745,0.348631803962496
